Date,Open,High,Low,Close,Volume,Adj Close,0,1
2015-06-01,536.789978,536.789978,529.76001,533.98999,1899600,533.98999,540.81953302,536.150684187
2015-06-02,532.929993,543.0,531.330017,539.179993,1934700,539.179993,540.39588214,536.701467608
2015-06-03,539.909973,543.5,537.109985,540.309998,1714500,540.309998,540.0258319,537.357564043
2015-06-04,537.76001,540.590027,534.320007,536.700012,1335600,536.700012,539.3559802,537.238009126
2015-06-05,536.349976,537.200012,532.52002,533.330017,1375000,533.330017,538.84683098,536.527465103
2015-06-08,533.309998,534.119995,526.23999,526.830017,1520600,526.830017,538.27998088,534.764292721
2015-06-09,527.559998,529.200012,523.01001,526.690002,1441600,526.690002,537.84693068,533.296239862
2015-06-10,529.359985,538.359985,529.349976,536.690002,1811400,536.690002,537.54008068,533.913287524
2015-06-11,538.424988,538.97998,533.02002,534.609985,1205000,534.609985,537.27223102,534.039959792
2015-06-12,531.599976,533.119995,530.159973,532.330017,952400,532.330017,537.06758258,533.729061103
2015-06-15,528.0,528.299988,524.0,527.200012,1630700,527.200012,536.90093326,532.541961266
2015-06-16,528.400024,529.640015,525.559998,528.150024,1069300,528.150024,536.7285851,531.743427217
2015-06-17,529.369995,530.97998,525.099976,529.26001,1268600,529.26001,536.573336,531.291896814
2015-06-18,531.0,538.150024,530.789978,536.72998,1828100,536.72998,536.47568668,532.280639212
2015-06-19,537.210022,538.25,533.01001,536.690002,1885700,536.690002,536.39383728,533.082341537
2015-06-22,539.590027,543.73999,537.530029,538.190002,1242500,538.190002,536.35738778,534.011007076
2015-06-23,539.640015,541.499023,535.25,540.47998,1196000,540.47998,536.3835393,535.187183971
2015-06-24,540.0,540.0,535.659973,537.840027,1283400,537.840027,536.53249174,535.669519067
2015-06-25,538.869995,540.900024,535.22998,535.22998,1331500,535.22998,536.58644276,535.589602873
2015-06-26,537.26001,537.76001,531.349976,531.690002,2011500,531.690002,536.54419498,534.880584533
2015-06-29,525.01001,528.609985,520.539978,521.52002,1930900,521.52002,536.49354766,532.451390981
2015-06-30,526.02002,526.25,520.5,520.51001,2217200,520.51001,536.1960997,530.280230803
2015-07-01,524.72998,525.690002,518.22998,521.840027,1961000,521.840027,535.95345198,528.745648293
2015-07-02,521.080017,524.650024,521.080017,523.400024,1234000,523.400024,535.6341033,527.773716604
2015-07-06,519.5,525.25,519.0,522.859985,1276500,522.859985,535.15125356,526.880310857
2015-07-07,523.130005,526.179993,515.179993,525.02002,1595700,525.02002,534.35040274,526.542076156
2015-07-08,521.049988,522.734009,516.109985,516.830017,1264600,516.830017,533.57960318,524.776247219
2015-07-09,523.119995,523.77002,520.349976,520.679993,1839400,520.679993,532.91960318,524.031473724
2015-07-10,526.289978,532.559998,525.549988,530.130005,1859900,530.130005,532.54060294,525.140297593
2015-07-13,532.880005,547.109985,532.400024,546.549988,2199800,546.549988,532.72480216,529.032968576
2015-07-14,546.76001,565.848999,546.710022,561.099976,3225100,561.099976,533.1888012,534.863333562
2015-07-15,560.130005,566.502991,556.789978,560.219971,1776600,560.219971,533.57760004,539.473631278
2015-07-16,565.119995,580.679993,565.0,579.849976,4053900,579.849976,534.5585998,546.814784864
2015-07-17,649.0,674.468018,645.0,672.929993,11134500,672.929993,537.53280024,569.744822707
2015-07-20,659.23999,668.880005,653.01001,663.02002,5848800,663.02002,540.1792004,586.703949487
2015-07-21,655.210022,673.0,654.299988,662.299988,3348400,662.299988,542.66080074,600.448683762
2015-07-22,660.890015,678.640015,659.0,662.099976,3689600,662.099976,545.18880002,611.658009624
2015-07-23,661.27002,663.630005,641.0,644.280029,3001800,644.280029,547.49360104,617.589285874
2015-07-24,647.0,648.169983,622.52002,623.559998,3608400,623.559998,549.3724011,618.674869897
2015-07-27,621.0,634.299988,620.5,627.26001,2668700,627.26001,551.14960082,620.235804461
2015-07-28,632.830017,632.830017,623.309998,628.0,1704300,628.0,553.0326013,621.647476377
2015-07-29,628.799988,633.359985,622.650024,631.929993,1565000,631.929993,555.0252014,623.517024854
2015-07-30,630.0,635.219971,622.049988,632.590027,1465300,632.590027,556.92980224,625.166661608
2015-07-31,631.380005,632.909973,625.5,625.609985,1702400,625.609985,558.65660154,625.247265861
2015-08-03,625.340027,633.05603,625.340027,631.210022,1300300,631.210022,560.43060178,626.331403341
2015-08-04,628.419983,634.809998,627.159973,629.25,1481800,629.25,562.21340208,626.862057279
2015-08-05,634.330017,647.859985,633.159973,643.780029,2331200,643.780029,564.44260252,629.938052137
2015-08-06,645.0,645.379028,632.25,642.679993,1572600,642.679993,566.50040282,632.254768658
2015-08-07,640.22998,642.679993,629.710022,635.299988,1401600,635.299988,568.410802,632.808444902
2015-08-10,639.47998,643.440002,631.249023,633.72998,1526400,633.72998,570.4432019,632.975996738
2015-08-11,669.200012,674.900024,654.27002,660.780029,5000900,660.780029,572.97900268,638.031275331
2015-08-12,663.080017,665.0,652.289978,659.559998,2936700,659.559998,575.38660278,641.945588544
2015-08-13,659.322021,664.5,651.661011,656.450012,1804800,656.450012,577.70940306,644.582756445
2015-08-14,655.01001,659.85498,652.659973,657.119995,1069900,657.119995,580.11780272,646.862254364
2015-08-17,656.799988,661.380005,651.23999,660.869995,1047600,660.869995,582.66860228,649.409116298
2015-08-18,661.900024,664.0,653.460022,656.130005,1452600,656.130005,585.25460204,650.631096062
2015-08-19,656.599976,667.0,654.190002,660.900024,2131600,660.900024,587.93880248,652.498173869
2015-08-20,655.460022,662.98999,642.900024,646.830017,2624600,646.830017,590.14160278,651.467599893
2015-08-21,639.780029,640.049988,612.330017,612.47998,4227300,612.47998,591.69900268,644.37894173
2015-08-24,573.0,599.330017,565.049988,589.609985,5721500,589.609985,592.84460204,634.420949598
2015-08-25,614.909973,617.450012,581.109985,582.059998,3510800,582.059998,593.94180176,624.90077658
2015-08-26,610.349976,631.710022,599.049988,628.619995,4177200,628.619995,595.95120118,625.576998111
2015-08-27,639.400024,643.590027,622.0,637.609985,3481600,637.609985,598.11820068,627.764813909
2015-08-28,632.820007,636.880005,624.559998,630.380005,1973500,630.380005,599.99120118,628.240303198
2015-08-31,627.539978,635.799988,617.679993,618.25,2161200,618.25,601.62240114,626.423884435
